CODE, DESCRIPTION ,Brand,MODEL,CATEGORY,SUB_CATAGORY,START_YEAR,END_YEAR,OEM,PCS,NW,GW,M3,PRICE,MODE_SERIES,FRONT_BACK,LOCATION,REVIEWS,YEARS_ACCEPTED,IMAGE_NAME,unique_id
FDHL037 LA,HEAD LAMP LH E-MARK,Ford,DURATORQUE,Accessories and Ornamental,Hood Ledge,2009,2011,UD2D-51-0L0A,4,6.562176455,7.811521098,0.132370836,149.97,3.0,Front,Left,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]","[2009, 2010, 2011]",,1068
FDHL037 RA,HEAD LAMP RH,Ford,DURATORQUE,Accessories and Ornamental,Hood Ledge,2009,2011,UD2D-51-0K0A,2,5.697509461,9.031750862,0.180069078,108.66,3.0,Front,Right Side,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]","[2009, 2010, 2011]",,1069
FDH035 NA,HOOD EDP,Ford,DURATORQUE,Exterior Body Panels,Hood,2006,2009,UR87-52-310,1,8.154929495,10.35538749,0.14301411,266.73,3.0,Front,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[2006, 2007, 2008, 2009]",,1070
FDIF039 LA,INNER FENDER LH,Ford,DURATORQUE,Exterior Body Panels,Inner Fender,2012,2013,UC9M-56-141B,20,11.73682601,12.73190392,0.060759672,130.42,3.0,Front,Left,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2012, 2013]",,1071
WL85-13-550,INTER COOLER 11 LAYER ONLY FORD,Ford,DURATORQUE,Engine and Mechanical Parts,Inter Cooler,2006,2007,WL85-13-550,1,3.040786408,4.941651593,0.033661404,265.33,,Back,Lower,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2006, 2007]",FORD_RANGER_'2006-'2009_DURATORQ_INTER_COOLER_11_LAYER_ONLY_FORD.jpeg,1072
RB-702A FD,"MULTI FRAME ROLLBAR 2.5 """,Ford,DURATORQUE,Engine and Mechanical Parts,Engine Mounting Support,2006,2006,TD3Z-CIMLB-92,1,13.0825588,12.52754285,0.101882371,135.84,70.0,RearBack,Right SideSingle Part,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2006],,1073
FDIB035 NB,REAR BUMPER OEM TYPE CP,Ford,DURATORQUE,Bumpers and Grilles,Bumper,2006,2008,KV105,1,9.80183785,13.64780176,0.062078328,192.05,3.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2006, 2007, 2008]",,1074
FDB040 NA,REAR BUMPER PLASTIC ABS COLOR SETS,Ford,DURATORQUE,Bumpers and Grilles,Bumper,2012,2014,MAS4-RKWNF-BG,1,5.782073311,8.064623839,0.031571223,329.46,4.0,Rear,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2012, 2013, 2014]",,1075
UR56-50-260,REAR BUMPER REINFORCEMENT,Ford,DURATORQUE,Bumpers and Grilles,Bumper,2006,2007,UR56-50-260B,1,5.122968349,5.651117555,0.026872447,340.1,,Back,Single Part,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]","[2006, 2007]",FORD_FIESTA_4_DOOR_2009-2010_FRONT_BUMPER_REINFORCEMENT.jpeg,1076
ST-049 FD,SIDE STEP ROUND WITH STEP SETS,Ford,DURATORQUE,Accessories and Ornamental,Ornament,2011,2013,9SVF-R3R33-CQ,1,6.313877341,8.716331826,0.051676037,52.79,4.0,FrontBack,SetSingle Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[2011, 2012, 2013]",FORD_RANGER_2011-2013_SIDE_STEP_ROUND_WITH_STEP_SETS.jpeg,1077
UR56-50-22X-A,STAIR SET,Ford,DURATORQUE,Engine and Mechanical Parts,Center Bearing Support,2006,2007,UR56-50-22X-A,1,0.698773568,0.600080476,0.005134315,126.83,,Front,Single Part,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2006, 2007]",,1078
FDLC035 SA,TAIL LIGHT COVER CP,Ford,DURATORQUE,Accessories and Ornamental,Lighting System,2006,2009,INYQ-58ND2-M3,1,0.361726771,0.796881445,0.016369397,91.26,3.0,Front,Center,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]","[2006, 2007, 2008, 2009]",,1079
FDP035 NA,VALANCE PANEL 2WD,Ford,DURATORQUE,Accessories and Ornamental,Valance Panel,2006,2008,URY6-50-03Y,5,9.423707897,10.76697965,0.031630712,114.29,3.0,Front,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2006, 2007, 2008]",,1080
FDP035 NW,VALANCE PANEL 2WD COOL WT A6C/A36/A2W,Ford,DURATORQUE,Accessories and Ornamental,Valance Panel,2006,2008,URY6-50-03Y-WT,1,2.074940971,1.850731914,0.035915493,112.28,3.0,Front,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2006, 2007, 2008]",FORD_RANGER_OPEN_CAB_2002-2005_VALANCE_PANEL_COOL_WHITE_A6CA36A.jpeg,1081
FDP035 NB,VALANCE PANEL 4WD,Ford,DURATORQUE,Accessories and Ornamental,Valance Panel,2006,2008,URY7-50-03Y,5,9.104468829,10.00242616,0.028551475,175.99,3.0,Front,Single Part,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2006, 2007, 2008]",,1082
FDHL035 RA,HEAD LAMP RH,Ford,DURATORQUE,Accessories and Ornamental,Hood Ledge,2006,2007,UR87-51-0K0,8,8.706302473,12.20474693,0.23795766,94.68,3.0,Front,Right Side,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2006, 2007]",,1083
FDHL035 RA,HEAD LAMP RH,Ford,BT-50,Accessories and Ornamental,Hood Ledge,2006,2007,UR87-51-0K0,8,8.706302473,12.20474693,0.23795766,94.68,3.0,Front,Right Side,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[2006, 2007]",,1084
FDMG035 F LA,F.MUDGUARD LH,Ford,DURATORQUE,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-851A,1,0.128211539,0.118703304,0.000112416,140.4,3.0,Front,Left,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]",[2007],,1085
FDMG035 F LA,F.MUDGUARD LH,Ford,RANGER,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-851A,1,0.128211539,0.118703304,0.000112416,140.4,3.0,Front,Left,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]",[2007],,1086
FDMG035 F RA,F.MUDGUARD RH,Ford,DURATORQUE,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-841A,1,0.119888965,0.129040315,9.85e-05,108.44,3.0,Front,Right Side,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2007],,1087
FDMG035 F RA,F.MUDGUARD RH,Ford,RANGER,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-841A,1,0.119888965,0.129040315,9.85e-05,108.44,3.0,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2007],,1088
FDMG035 R LA,R.MUDGUARD LH,Ford,DURATORQUE,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-881G,1,0.321149433,0.351744248,0.002455673,56.37,3.0,Front,Right Side,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2007],,1089
FDMG035 R LA,R.MUDGUARD LH,Ford,RANGER,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-881G,1,0.321149433,0.351744248,0.002455673,56.37,3.0,Front,Right Side,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]",[2007],,1090
FDMG035 R RA,R.MUDGUARD RH,Ford,DURATORQUE,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-871G,1,0.33454953,0.311606525,0.002905149,60.5,3.0,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]",[2007],,1091
FDMG035 R RA,R.MUDGUARD RH,Ford,RANGER,Accessories and Ornamental,Mud Guard,2007,2007,UR89-51-871G,1,0.33454953,0.311606525,0.002905149,60.5,3.0,Front,Right Side,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]",[2007],,1092
AV11-19-710KA,AC CONDENSER,Ford,ECOSPORT,Engine and Mechanical Parts,Air Condensor,2015,2018,AV1Z-19-712C,1,2.374981772,2.994470662,0.048597497,186.68,,Front,Center,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[2015, 2016, 2017, 2018]",,1093
